1700040L02Rik	1700040L02Rik
1700042G07Rik	1700042G07Rik
1700047I17Rik2	1700047I17Rik2
1700048O20Rik	1700048O20Rik
1700049E17Rik1	1700049E17Rik1
1700049E17Rik2	1700049E17Rik2
1700049G17Rik	1700049G17Rik
1700049L16Rik	1700049L16Rik
1700056E22Rik	1700056E22Rik
1700057G04Rik	1700057G04Rik
1700061G19Rik	1700061G19Rik
1700063H04Rik	1700063H04Rik
1700063K16Rik	1700063K16Rik
1700064H15Rik	1700064H15Rik
1700065I16Rik	1700065I16Rik
1700066B19Rik	1700066B19Rik
1700066M21Rik	1700066M21Rik
1700067K01Rik	1700067K01Rik
1700067P10Rik	1700067P10Rik
1700069L16Rik	1700069L16Rik
1700071K01Rik	1700071K01Rik
1700073E17Rik	1700073E17Rik
1700074P13Rik	1700074P13Rik
1700080E11Rik	1700080E11Rik
1700080O16Rik	1700080O16Rik
1700084C01Rik	1700084C01Rik
1700084J12Rik	1700084J12Rik
1700084M14Rik	1700084M14Rik
1700086D15Rik	1700086D15Rik
1700088E04Rik	1700088E04Rik
1700091H14Rik	1700091H14Rik
1700092M07Rik	1700092M07Rik
1700093K21Rik	1700093K21Rik
1700101E01Rik	1700101E01Rik
1700102P08Rik	1700102P08Rik
1700106J16Rik	1700106J16Rik
1700109H08Rik	1700109H08Rik
1700110I07Rik	1700110I07Rik
1700112E06Rik	1700112E06Rik
1700113H08Rik	1700113H08Rik
1700122O11Rik	1700122O11Rik
1700123I01Rik	1700123I01Rik
1700123K08Rik	1700123K08Rik
1700123L14Rik	1700123L14Rik
1700123O20Rik	1700123O20Rik
1700125H20Rik	1700125H20Rik
1700128F08Rik	1700128F08Rik
1700129C05Rik	1700129C05Rik
1810009A15Rik	1810009A15Rik
1810009J06Rik	1810009J06Rik
1810011H11Rik	1810011H11Rik
1810011O10Rik	1810011O10Rik
1810013L24Rik	1810013L24Rik
1810018F18Rik	1810018F18Rik
1810022K09Rik	1810022K09Rik
1810024B03Rik	1810024B03Rik
1810026J23Rik	1810026J23Rik
1810030O07Rik	1810030O07Rik
1810032O08Rik	1810032O08Rik
1810037I17Rik	1810037I17Rik
1810041L15Rik	1810041L15Rik
1810043G02Rik	1810043G02Rik
1810043H04Rik	1810043H04Rik
1810046K07Rik	1810046K07Rik
1810049J17Rik	1810049J17Rik
1810055G02Rik	1810055G02Rik
1810062G17Rik	1810062G17Rik
1810065E05Rik	1810065E05Rik
2010001E11Rik	2010001E11Rik
2010002M12Rik	2010002M12Rik
2010003K11Rik	2010003K11Rik
2010005H15Rik	2010005H15Rik
2010010A06Rik	2010010A06Rik
2010012O05Rik	2010012O05Rik
2010106E10Rik	2010106E10Rik
2010107E04Rik	2010107E04Rik
2010107G12Rik	2010107G12Rik
2010107G23Rik	2010107G23Rik
2010109A12Rik	2010109A12Rik
2010109I03Rik	2010109I03Rik
2010111I01Rik	2010111I01Rik
2010300C02Rik	2010300C02Rik
2010315B03Rik	2010315B03Rik
2200002D01Rik	2200002D01Rik
2200002J24Rik	2200002J24Rik
2210010C04Rik	2210010C04Rik
2210011C24Rik	2210011C24Rik
2210015D19Rik	2210015D19Rik
2210016F16Rik	2210016F16Rik
2210016L21Rik	2210016L21Rik
2210017I01Rik	2210017I01Rik
2210018M11Rik	2210018M11Rik
2210404O09Rik	2210404O09Rik
2210407C18Rik	2210407C18Rik
2210408I21Rik	2210408I21Rik
2210409E12Rik	2210409E12Rik
2210418O10Rik	2210418O10Rik
2300002M23Rik	2300002M23Rik
2300003K06Rik	2300003K06Rik
2300005B03Rik	2300005B03Rik
2300009A05Rik	2300009A05Rik
2310002L09Rik	2310002L09Rik
2310003H01Rik	2310003H01Rik
2310003L06Rik	2310003L06Rik
2310007B03Rik	2310007B03Rik
2310007L24Rik	2310007L24Rik
2310009B15Rik	2310009B15Rik
2310011J03Rik	2310011J03Rik
2310016G11Rik	2310016G11Rik
2310022A10Rik	2310022A10Rik
2310022B05Rik	2310022B05Rik
2310030G06Rik	2310030G06Rik
2310033P09Rik	2310033P09Rik
2310034C09Rik	2310034C09Rik
2310034G01Rik	2310034G01Rik
2310035C23Rik	2310035C23Rik
2310036O22Rik	2310036O22Rik
2310039H08Rik	2310039H08Rik
2310045N01Rik	2310045N01Rik
2310046K23Rik	2310046K23Rik
2310047M10Rik	2310047M10Rik
2310050C09Rik	2310050C09Rik
2310057J18Rik	2310057J18Rik
2310057M21Rik	2310057M21Rik
2310057N15Rik	2310057N15Rik
2310061I04Rik	2310061I04Rik
2310061N02Rik	2310061N02Rik
2310067B10Rik	2310067B10Rik
2310079G19Rik	2310079G19Rik
2410002F23Rik	2410002F23Rik
2410004B18Rik	2410004B18Rik
2410004P03Rik	2410004P03Rik
2410012M07Rik	2410012M07Rik
2410015M20Rik	2410015M20Rik
2410016O06Rik	2410016O06Rik
2410089E03Rik	2410089E03Rik
2410127L17Rik	2410127L17Rik
2410131K14Rik	2410131K14Rik
2410137M14Rik	2410137M14Rik
2410141K09Rik	2410141K09Rik
2510002D24Rik	2510002D24Rik
2510009E07Rik	2510009E07Rik
2510039O18Rik	2510039O18Rik
2610001J05Rik	2610001J05Rik
2610002J02Rik	2610002J02Rik
2610002M06Rik	2610002M06Rik
2610005L07Rik	2610005L07Rik
2610008E11Rik	2610008E11Rik
2610015P09Rik	2610015P09Rik
2610020H08Rik	2610020H08Rik
2610021A01Rik	2610021A01Rik
2610024D14Rik	2610024D14Rik
2610028H24Rik	2610028H24Rik
2610034B18Rik	2610034B18Rik
2610042L04Rik	2610042L04Rik
2610044O15Rik8	2610044O15Rik8
2610301B20Rik	2610301B20Rik
2610305D13Rik	2610305D13Rik
2610318N02Rik	2610318N02Rik
2610507B11Rik	2610507B11Rik
2610524H06Rik	2610524H06Rik
2610528A11Rik	2610528A11Rik
2610528J11Rik	2610528J11Rik
2700029M09Rik	2700029M09Rik
2700049A03Rik	2700049A03Rik
2700060E02Rik	2700060E02Rik
2700062C07Rik	2700062C07Rik
2700081O15Rik	2700081O15Rik
2700094K13Rik	2700094K13Rik
2700097O09Rik	2700097O09Rik
2700099C18Rik	2700099C18Rik
2810004N23Rik	2810004N23Rik
2810006K23Rik	2810006K23Rik
2810021J22Rik	2810021J22Rik
2810025M15Rik	2810025M15Rik
2810039B14Rik	2810039B14Rik
2810403A07Rik	2810403A07Rik
2810408A11Rik	2810408A11Rik
2810417H13Rik	2810417H13Rik
2810428I15Rik	2810428I15Rik
2810459M11Rik	2810459M11Rik
2810474O19Rik	2810474O19Rik
2900011O08Rik	2900011O08Rik
2900026A02Rik	2900026A02Rik
2900055J20Rik	2900055J20Rik
2900092C05Rik	2900092C05Rik
3000002C10Rik	3000002C10Rik
3010026O09Rik	3010026O09Rik
3100002H09Rik	3100002H09Rik
3110001I22Rik	3110001I22Rik
3110002H16Rik	3110002H16Rik
3110009E18Rik	3110009E18Rik
3110018I06Rik	3110018I06Rik
3110021A11Rik	3110021A11Rik
3110021N24Rik	3110021N24Rik
3110035E14Rik	3110035E14Rik
3110039M20Rik	3110039M20Rik
3110040N11Rik	3110040N11Rik
3110043O21Rik	3110043O21Rik
3110052M02Rik	3110052M02Rik
3110053B16Rik	3110053B16Rik
3110057O12Rik	3110057O12Rik
3110062M04Rik	3110062M04Rik
3110067C02Rik	3110067C02Rik
3110070M22Rik	3110070M22Rik
3110079O15Rik	3110079O15Rik
3110082I17Rik	3110082I17Rik
3110082J24Rik	3110082J24Rik
3300002I08Rik	3300002I08Rik
3425401B19Rik	3425401B19Rik
3632451O06Rik	3632451O06Rik
3830403N18Rik	3830403N18Rik
3830406C13Rik	3830406C13Rik
3830408C21Rik	3830408C21Rik
3830417A13Rik	3830417A13Rik
4430402I18Rik	4430402I18Rik
4632428N05Rik	4632428N05Rik
4632433K11Rik	4632433K11Rik
4732456N10Rik	4732456N10Rik
4732471J01Rik	4732471J01Rik
4833420G17Rik	4833420G17Rik
4833423E24Rik	4833423E24Rik
4833427G06Rik	4833427G06Rik
4833439L19Rik	4833439L19Rik
4921501E09Rik	4921501E09Rik
4921504E06Rik	4921504E06Rik
4921506M07Rik	4921506M07Rik
4921507P07Rik	4921507P07Rik
4921508M14Rik	4921508M14Rik
4921509C19Rik	4921509C19Rik
4921511C20Rik	4921511C20Rik
4921511H03Rik	4921511H03Rik
4921511M17Rik	4921511M17Rik
4921513D11Rik	4921513D11Rik
4921513I03Rik	4921513I03Rik
4921517D22Rik	4921517D22Rik
4921522P10Rik	4921522P10Rik
4921524J17Rik	4921524J17Rik
4921524L21Rik	4921524L21Rik
4921528I07Rik	4921528I07Rik
4921530L21Rik	4921530L21Rik
4921536K21Rik	4921536K21Rik
4921539E11Rik	4921539E11Rik
4922502D21Rik	4922502D21Rik
4930402F06Rik	4930402F06Rik
4930402H24Rik	4930402H24Rik
4930402K13Rik	4930402K13Rik
4930404H24Rik	4930404H24Rik
4930404N11Rik	4930404N11Rik
4930407I10Rik	4930407I10Rik
4930408O17Rik	4930408O17Rik
4930412O13Rik	4930412O13Rik
4930415F15Rik	4930415F15Rik
4930415L06Rik	4930415L06Rik
4930415O20Rik	4930415O20Rik
4930421P07Rik	4930421P07Rik
4930426L09Rik	4930426L09Rik
4930427A07Rik	4930427A07Rik
4930430A15Rik	4930430A15Rik
4930430F08Rik	4930430F08Rik
4930432E11Rik	4930432E11Rik
4930432K21Rik	4930432K21Rik
4930432M17Rik	4930432M17Rik
4930433I11Rik	4930433I11Rik
4930435E12Rik	4930435E12Rik
4930438A08Rik	4930438A08Rik
4930442H23Rik	4930442H23Rik
4930444G20Rik	4930444G20Rik
4930444P10Rik	4930444P10Rik
4930447A16Rik	4930447A16Rik
4930447C04Rik	4930447C04Rik
4930447F04Rik	4930447F04Rik
4930448K20Rik	4930448K20Rik
4930449A18Rik	4930449A18Rik
4930449I24Rik	4930449I24Rik
4930451G09Rik	4930451G09Rik
4930451I11Rik	4930451I11Rik
4930452B06Rik	4930452B06Rik
4930453N24Rik	4930453N24Rik
4930455H04Rik	4930455H04Rik
4930467E23Rik	4930467E23Rik
4930470P17Rik	4930470P17Rik
4930474N05Rik	4930474N05Rik
4930480E11Rik	4930480E11Rik
4930486L24Rik	4930486L24Rik
4930502E18Rik	4930502E18Rik
4930503B20Rik	4930503B20Rik
4930503E14Rik	4930503E14Rik
4930503H13Rik	4930503H13Rik
4930503L19Rik	4930503L19Rik
4930504O13Rik	4930504O13Rik
4930505A04Rik	4930505A04Rik
4930507D05Rik	4930507D05Rik
4930512M02Rik	4930512M02Rik
4930513O06Rik	4930513O06Rik
4930516K23Rik	4930516K23Rik
4930518I15Rik	4930518I15Rik
4930519F09Rik	4930519F09Rik
4930519F16Rik	4930519F16Rik
4930519G04Rik	4930519G04Rik
4930519P11Rik	4930519P11Rik
4930522H14Rik	4930522H14Rik
4930522L14Rik	4930522L14Rik
4930523C07Rik	4930523C07Rik
4930524B15Rik	4930524B15Rik
4930524J08Rik	4930524J08Rik
4930524N10Rik	4930524N10Rik
4930526A20Rik	4930526A20Rik
4930529C04Rik	4930529C04Rik
4930533K18Rik	4930533K18Rik
4930535I16Rik	4930535I16Rik
4930538K18Rik	4930538K18Rik
4930539E08Rik	4930539E08Rik
4930544D05Rik	4930544D05Rik
4930544G11Rik	4930544G11Rik
4930544L04Rik	4930544L04Rik
4930546C10Rik	4930546C10Rik
4930548H24Rik	4930548H24Rik
4930549C01Rik	4930549C01Rik
4930550C14Rik	4930550C14Rik
4930550L24Rik	4930550L24Rik
4930553M12Rik	4930553M12Rik
4930555F03Rik	4930555F03Rik
4930555G01Rik	4930555G01Rik
4930555K19Rik	4930555K19Rik
4930556J24Rik	4930556J24Rik
4930557A04Rik	4930557A04Rik
4930558K02Rik	4930558K02Rik
4930562C15Rik	4930562C15Rik
4930563D23Rik	4930563D23Rik
4930563I02Rik	4930563I02Rik
4930563M21Rik	4930563M21Rik
4930564B18Rik	4930564B18Rik
4930564D02Rik	4930564D02Rik
4930567H17Rik	4930567H17Rik
4930568D16Rik	4930568D16Rik
4930571K23Rik	4930571K23Rik
4930572O03Rik	4930572O03Rik
4930578C19Rik	4930578C19Rik
4930578G10Rik	4930578G10Rik
4930578I06Rik	4930578I06Rik
4930579F01Rik	4930579F01Rik
4930579G24Rik	4930579G24Rik
4930583I09Rik	4930583I09Rik
4930590J08Rik	4930590J08Rik
4930594C11Rik	4930594C11Rik
4930595D18Rik	4930595D18Rik
4930595M18Rik	4930595M18Rik
4930596D02Rik	4930596D02Rik
4930597O21Rik	4930597O21Rik
4931400O07Rik	4931400O07Rik
4931406B18Rik	4931406B18Rik
4931406C07Rik	4931406C07Rik
4931406P16Rik	4931406P16Rik
4931408C20Rik	4931408C20Rik
4931409K22Rik	4931409K22Rik
4931414P19Rik	4931414P19Rik
4931417E11Rik	4931417E11Rik
4931422A03Rik	4931422A03Rik
4931423N10Rik	4931423N10Rik
4931428F04Rik	4931428F04Rik
4931428L18Rik	4931428L18Rik
4931429I11Rik	4931429I11Rik
4931429L15Rik	4931429L15Rik
4931431F19Rik	4931431F19Rik
4931440F15Rik	4931440F15Rik
4931440P22Rik	4931440P22Rik
4932411E22Rik	4932411E22Rik
4932411N23Rik	4932411N23Rik
4932414N04Rik	4932414N04Rik
4932415D10Rik	4932415D10Rik
4932415M13Rik	4932415M13Rik
4932418E24Rik	4932418E24Rik
4932429P05Rik	4932429P05Rik
4932431P20Rik	4932431P20Rik
4932438A13Rik	4932438A13Rik
4932438H23Rik	4932438H23Rik
4932442L08Rik	4932442L08Rik
4932443I19Rik	4932443I19Rik
4933400A11Rik	4933400A11Rik
4933401B06Rik	4933401B06Rik
4933402D24Rik	4933402D24Rik
4933402E13Rik	4933402E13Rik
4933402J07Rik	4933402J07Rik
4933402N03Rik	4933402N03Rik
4933402N22Rik	4933402N22Rik
4933402P03Rik	4933402P03Rik
4933403O08Rik	4933403O08Rik
4933405L10Rik	4933405L10Rik
4933405O20Rik	4933405O20Rik
4933406J08Rik	4933406J08Rik
4933406M09Rik	4933406M09Rik
4933406P04Rik	4933406P04Rik
4933407L21Rik	4933407L21Rik
4933408B17Rik	4933408B17Rik
4933408J17Rik	4933408J17Rik
4933409G03Rik	4933409G03Rik
4933411G06Rik	4933411G06Rik
4933411G11Rik	4933411G11Rik
4933411K16Rik	4933411K16Rik
4933412E24Rik	4933412E24Rik
4933413G19Rik	4933413G19Rik
4933414I15Rik	4933414I15Rik
4933415A04Rik	4933415A04Rik
4933415F23Rik	4933415F23Rik
4933416C03Rik	4933416C03Rik
4933416E14Rik	4933416E14Rik
4933417A18Rik	4933417A18Rik
4933421I07Rik	4933421I07Rik
4933425L06Rik	4933425L06Rik
4933427D06Rik	4933427D06Rik
4933427D14Rik	4933427D14Rik
4933427G17Rik	4933427G17Rik
4933427G23Rik	4933427G23Rik
4933427I04Rik	4933427I04Rik
4933428G20Rik	4933428G20Rik
4933428M09Rik	4933428M09Rik
4933430I17Rik	4933430I17Rik
4933433C11Rik	4933433C11Rik
4933434E20Rik	4933434E20Rik
4933436I01Rik	4933436I01Rik
4933440M02Rik	4933440M02Rik
4933440N22Rik	4933440N22Rik
5031410I06Rik	5031410I06Rik
5031414D18Rik	5031414D18Rik
5031439G07Rik	5031439G07Rik
5033404E19Rik	5033404E19Rik
5033423K11Rik	5033423K11Rik
5330417C22Rik	5330417C22Rik
5330417H12Rik	5330417H12Rik
5430401F13Rik	5430401F13Rik
5430402E10Rik	5430402E10Rik
5430403G16Rik	5430403G16Rik
5430419D17Rik	5430419D17Rik
5430421N21Rik	5430421N21Rik
5430427O19Rik	5430427O19Rik
5530400C23Rik	5530400C23Rik
5530401A14Rik	5530401A14Rik
5730409E04Rik	5730409E04Rik
5730416F02Rik	5730416F02Rik
5730455P16Rik	5730455P16Rik
5730507C01Rik	5730507C01Rik
5730508B09Rik	5730508B09Rik
5730522E02Rik	5730522E02Rik
5730559C18Rik	5730559C18Rik
5730596B20Rik	5730596B20Rik
5830411N06Rik	5830411N06Rik
5830415F09Rik	5830415F09Rik
5830454E08Rik	5830454E08Rik
5830473C10Rik	5830473C10Rik
5930422O12Rik	5930422O12Rik
6030419C18Rik	6030419C18Rik
6030445D17Rik	6030445D17Rik
6030452D12Rik	6030452D12Rik
6030458C11Rik	6030458C11Rik
6030468B19Rik	6030468B19Rik
6030469F06Rik	6030469F06Rik
6030498E09Rik	6030498E09Rik
6330403A02Rik	6330403A02Rik
6330408A02Rik	6330408A02Rik
6330409D20Rik	6330409D20Rik
6330416G13Rik	6330416G13Rik
6330549D23Rik	6330549D23Rik
6430531B16Rik	6430531B16Rik
6430548M08Rik	6430548M08Rik
6430550D23Rik	6430550D23Rik
6430571L13Rik	6430571L13Rik
6430573F11Rik	6430573F11Rik
6720489N17Rik	6720489N17Rik
6820408C15Rik	6820408C15Rik
6820431F20Rik	6820431F20Rik
7420426K07Rik	7420426K07Rik
7420461P10Rik	7420461P10Rik
7530416G11Rik	7530416G11Rik
7530428D23Rik	7530428D23Rik
8030411F24Rik	8030411F24Rik
8030423J24Rik	8030423J24Rik
8030462N17Rik	8030462N17Rik
8030474K03Rik	8030474K03Rik
8430408G22Rik	8430408G22Rik
8430419L09Rik	8430419L09Rik
9030612E09Rik	9030612E09Rik
9030617O03Rik	9030617O03Rik
9030619P08Rik	9030619P08Rik
9030624G23Rik	9030624G23Rik
9030624J02Rik	9030624J02Rik
9130008F23Rik	9130008F23Rik
9130011E15Rik	9130011E15Rik
9130019O22Rik	9130019O22Rik
9130023H24Rik	9130023H24Rik
9130204L05Rik	9130204L05Rik
9130213A22Rik	9130213A22Rik
9130230L23Rik	9130230L23Rik
9130401M01Rik	9130401M01Rik
9130409I23Rik	9130409I23Rik
9230019H11Rik	9230019H11Rik
9230102O04Rik	9230102O04Rik
9230104L09Rik	9230104L09Rik
9230104M06Rik	9230104M06Rik
9230106D20Rik	9230106D20Rik
9230109A22Rik	9230109A22Rik
9230110C19Rik	9230110C19Rik
9230110F15Rik	9230110F15Rik
9230112D13Rik	9230112D13Rik
9230113P08Rik	9230113P08Rik
9330151L19Rik	9330151L19Rik
9330159F19Rik	9330159F19Rik
9330161L09Rik	9330161L09Rik
9330182L06Rik	9330182L06Rik
9330182O14Rik	9330182O14Rik
9430007A20Rik	9430007A20Rik
9430015G10Rik	9430015G10Rik
9430016H08Rik	9430016H08Rik
9430020K01Rik	9430020K01Rik
9430038I01Rik	9430038I01Rik
9430041J12Rik	9430041J12Rik
9430069I07Rik	9430069I07Rik
9430097D07Rik	9430097D07Rik
9530002B09Rik	9530002B09Rik
9530003J23Rik	9530003J23Rik
9530053A07Rik	9530053A07Rik
9530068E07Rik	9530068E07Rik
9530077C05Rik	9530077C05Rik
9630041A04Rik	9630041A04Rik
9830107B12Rik	9830107B12Rik
9830147E19Rik	9830147E19Rik
9930012K11Rik	9930012K11Rik
9930021J03Rik	9930021J03Rik
9930022D16Rik	9930022D16Rik
9930111J21Rik1	9930111J21Rik1
9930111J21Rik2	9930111J21Rik2
A130010J15Rik	A130010J15Rik
A130051J06Rik	A130051J06Rik
A130057D12Rik	A130057D12Rik
A1bg	A1bg
A1cf	A1cf
A230046K03Rik	A230046K03Rik
A230050P20Rik	A230050P20Rik
A230052G05Rik	A230052G05Rik
A230065H16Rik	A230065H16Rik
A230065N10Rik	A230065N10Rik
A230072I06Rik	A230072I06Rik
A230083G16Rik	A230083G16Rik
A2m	A2m
A330017A19Rik	A330017A19Rik
A330050F15Rik	A330050F15Rik
A330070K13Rik	A330070K13Rik
A3galt2	A3galt2
A430005L14Rik	A430005L14Rik
A430033K04Rik	A430033K04Rik
A430078G23Rik	A430078G23Rik
A430105I19Rik	A430105I19Rik
A4galt	A4galt
A4gnt	A4gnt
A530016L24Rik	A530016L24Rik
A530021J07Rik	A530021J07Rik
A530032D15Rik	A530032D15Rik
A530040E14Rik	A530040E14Rik
A530053G22Rik	A530053G22Rik
A530064D06Rik	A530064D06Rik
A530084C06Rik	A530084C06Rik
A530099J19Rik	A530099J19Rik
A630001G21Rik	A630001G21Rik
A630010A05Rik	A630010A05Rik
A630023A22Rik	A630023A22Rik
A630033H20Rik	A630033H20Rik
A630073D07Rik	A630073D07Rik
A630076J17Rik	A630076J17Rik
A630091E08Rik	A630091E08Rik
A630095E13Rik	A630095E13Rik
A630095N17Rik	A630095N17Rik
A730015C16Rik	A730015C16Rik
A730017C20Rik	A730017C20Rik
A730018C14Rik	A730018C14Rik
A730045E13Rik	A730045E13Rik
A730049H05Rik	A730049H05Rik
A730061H03Rik	A730061H03Rik
A730071L15Rik	A730071L15Rik
A830005F24Rik	A830005F24Rik
A830010M20Rik	A830010M20Rik
A830018L16Rik	A830018L16Rik
A830031A19Rik	A830031A19Rik
A830073O21Rik	A830073O21Rik
A830080D01Rik	A830080D01Rik
A930002H24Rik	A930002H24Rik
A930003A15Rik	A930003A15Rik
A930004D18Rik	A930004D18Rik
A930009A15Rik	A930009A15Rik
A930011G23Rik	A930011G23Rik
A930016O22Rik	A930016O22Rik
A930017K11Rik	A930017K11Rik
A930018M24Rik	A930018M24Rik
A930018P22Rik	A930018P22Rik
A930033H14Rik	A930033H14Rik
AA386476	AA386476
AA413626	AA413626
AA414768	AA414768
AA415398	AA415398
AA467197	AA467197
AA474331	AA474331
AA474408	AA474408
AA543401	AA543401
AA619741	AA619741
AA792892	AA792892
AA986860	AA986860
AB124611	AB124611
AC084822.2	AC084822.2
AC087559.2	AC087559.2
AC087559.3	AC087559.3
AC087559.4	AC087559.4
AC087559.5	AC087559.5
AC102264.1	AC102264.1
AC109138.1	AC109138.1
AC114588.1	AC114588.1
AC116115.1	AC116115.1
AC116677.4	AC116677.4
AC123873.1	AC123873.1
AC123873.2	AC123873.2
AC123873.3	AC123873.3
AC123920.1	AC123920.1
AC124606.1	AC124606.1
AC124606.2	AC124606.2
AC124745.1	AC124745.1
AC125149.1	AC125149.1
AC125149.2	AC125149.2
AC125149.3	AC125149.3
AC125149.4	AC125149.4
AC125178.1	AC125178.1
AC125178.2	AC125178.2
